seg,t_s,G_uA_um,t_rel_s,node,T_K,state
hold,1.006400e-05,1.541801e+01,6.000000e-08,t12_ret,300,programmed
hold,1.006900e-05,1.546834e+01,6.500000e-08,t12_ret,300,programmed
hold,1.006900e-05,1.546834e+01,6.500000e-08,t12_ret,300,programmed
hold,1.007400e-05,1.551848e+01,7.000000e-08,t12_ret,300,programmed
hold,1.007400e-05,1.551848e+01,7.000000e-08,t12_ret,300,programmed
hold,1.007900e-05,1.556844e+01,7.500000e-08,t12_ret,300,programmed
hold,1.007900e-05,1.556844e+01,7.500000e-08,t12_ret,300,programmed
hold,1.008400e-05,1.561821e+01,8.000000e-08,t12_ret,300,programmed
hold,1.008400e-05,1.561821e+01,8.000000e-08,t12_ret,300,programmed
hold,1.008900e-05,1.566779e+01,8.500000e-08,t12_ret,300,programmed
hold,1.008900e-05,1.566779e+01,8.500000e-08,t12_ret,300,programmed
hold,1.009400e-05,1.571718e+01,9.000000e-08,t12_ret,300,programmed
hold,1.009400e-05,1.571718e+01,9.000000e-08,t12_ret,300,programmed
hold,1.009900e-05,1.576638e+01,9.500000e-08,t12_ret,300,programmed
hold,1.009900e-05,1.576638e+01,9.500000e-08,t12_ret,300,programmed
hold,1.010400e-05,1.581539e+01,1.000000e-07,t12_ret,300,programmed
hold,1.010400e-05,1.581539e+01,1.000000e-07,t12_ret,300,programmed
hold,1.010400e-05,1.581539e+01,1.000000e-07,t12_ret,300,programmed
hold,1.010400e-05,1.581539e+01,1.000000e-07,t12_ret,300,programmed
hold,1.014900e-05,1.624702e+01,1.450000e-07,t12_ret,300,programmed
hold,1.014900e-05,1.624702e+01,1.450000e-07,t12_ret,300,programmed
hold,1.019400e-05,1.666103e+01,1.900000e-07,t12_ret,300,programmed
hold,1.019400e-05,1.666103e+01,1.900000e-07,t12_ret,300,programmed
hold,1.023900e-05,1.705673e+01,2.350000e-07,t12_ret,300,programmed
hold,1.023900e-05,1.705673e+01,2.350000e-07,t12_ret,300,programmed
hold,1.028400e-05,1.743643e+01,2.800000e-07,t12_ret,300,programmed
hold,1.028400e-05,1.743643e+01,2.800000e-07,t12_ret,300,programmed
hold,1.032900e-05,1.780014e+01,3.250000e-07,t12_ret,300,programmed
hold,1.032900e-05,1.780014e+01,3.250000e-07,t12_ret,300,programmed
hold,1.037400e-05,1.814792e+01,3.700000e-07,t12_ret,300,programmed
hold,1.037400e-05,1.814792e+01,3.700000e-07,t12_ret,300,programmed
hold,1.041900e-05,1.847988e+01,4.150000e-07,t12_ret,300,programmed
hold,1.041900e-05,1.847988e+01,4.150000e-07,t12_ret,300,programmed
hold,1.046400e-05,1.879619e+01,4.600000e-07,t12_ret,300,programmed
hold,1.046400e-05,1.879619e+01,4.600000e-07,t12_ret,300,programmed
hold,1.050900e-05,1.909704e+01,5.050000e-07,t12_ret,300,programmed
hold,1.050900e-05,1.909704e+01,5.050000e-07,t12_ret,300,programmed
hold,1.055400e-05,1.938268e+01,5.500000e-07,t12_ret,300,programmed
hold,1.055400e-05,1.938268e+01,5.500000e-07,t12_ret,300,programmed
hold,1.059900e-05,1.965337e+01,5.950000e-07,t12_ret,300,programmed
hold,1.059900e-05,1.965337e+01,5.950000e-07,t12_ret,300,programmed
hold,1.064400e-05,1.990940e+01,6.400000e-07,t12_ret,300,programmed
hold,1.064400e-05,1.990940e+01,6.400000e-07,t12_ret,300,programmed
hold,1.068900e-05,2.015109e+01,6.850000e-07,t12_ret,300,programmed
hold,1.068900e-05,2.015109e+01,6.850000e-07,t12_ret,300,programmed
hold,1.073400e-05,2.037877e+01,7.300000e-07,t12_ret,300,programmed
hold,1.073400e-05,2.037877e+01,7.300000e-07,t12_ret,300,programmed
hold,1.077900e-05,2.059276e+01,7.750000e-07,t12_ret,300,programmed
hold,1.077900e-05,2.059276e+01,7.750000e-07,t12_ret,300,programmed
hold,1.082400e-05,2.079343e+01,8.200000e-07,t12_ret,300,programmed
hold,1.082400e-05,2.079343e+01,8.200000e-07,t12_ret,300,programmed
hold,1.086900e-05,2.098112e+01,8.650000e-07,t12_ret,300,programmed
hold,1.086900e-05,2.098112e+01,8.650000e-07,t12_ret,300,programmed
hold,1.091400e-05,2.115620e+01,9.100000e-07,t12_ret,300,programmed
hold,1.091400e-05,2.115620e+01,9.100000e-07,t12_ret,300,programmed
hold,1.095900e-05,2.131904e+01,9.550000e-07,t12_ret,300,programmed
hold,1.095900e-05,2.131904e+01,9.550000e-07,t12_ret,300,programmed
hold,1.100400e-05,2.146999e+01,1.000000e-06,t12_ret,300,programmed
hold,1.100400e-05,2.146999e+01,1.000000e-06,t12_ret,300,programmed
hold,1.100400e-05,2.146999e+01,1.000000e-06,t12_ret,300,programmed
hold,1.100400e-05,2.146999e+01,1.000000e-06,t12_ret,300,programmed
hold,1.145400e-05,2.233750e+01,1.450000e-06,t12_ret,300,programmed
hold,1.145400e-05,2.233750e+01,1.450000e-06,t12_ret,300,programmed
hold,1.190400e-05,2.230228e+01,1.900000e-06,t12_ret,300,programmed
hold,1.190400e-05,2.230228e+01,1.900000e-06,t12_ret,300,programmed
hold,1.235400e-05,2.170209e+01,2.350000e-06,t12_ret,300,programmed
hold,1.235400e-05,2.170209e+01,2.350000e-06,t12_ret,300,programmed
hold,1.280400e-05,2.083529e+01,2.800000e-06,t12_ret,300,programmed
hold,1.280400e-05,2.083529e+01,2.800000e-06,t12_ret,300,programmed
hold,1.325400e-05,1.982304e+01,3.250000e-06,t12_ret,300,programmed
hold,1.325400e-05,1.982304e+01,3.250000e-06,t12_ret,300,programmed
hold,1.370400e-05,1.874869e+01,3.700000e-06,t12_ret,300,programmed
hold,1.370400e-05,1.874869e+01,3.700000e-06,t12_ret,300,programmed
hold,1.415400e-05,1.766846e+01,4.150000e-06,t12_ret,300,programmed
hold,1.415400e-05,1.766846e+01,4.150000e-06,t12_ret,300,programmed
hold,1.460400e-05,1.661227e+01,4.600000e-06,t12_ret,300,programmed
hold,1.460400e-05,1.661227e+01,4.600000e-06,t12_ret,300,programmed
hold,1.505400e-05,1.559799e+01,5.050000e-06,t12_ret,300,programmed
hold,1.505400e-05,1.559799e+01,5.050000e-06,t12_ret,300,programmed
hold,1.550400e-05,1.463073e+01,5.500000e-06,t12_ret,300,programmed
hold,1.550400e-05,1.463073e+01,5.500000e-06,t12_ret,300,programmed
hold,1.595400e-05,1.371371e+01,5.950000e-06,t12_ret,300,programmed
hold,1.595400e-05,1.371371e+01,5.950000e-06,t12_ret,300,programmed
hold,1.640400e-05,1.284890e+01,6.400000e-06,t12_ret,300,programmed
hold,1.640400e-05,1.284890e+01,6.400000e-06,t12_ret,300,programmed
hold,1.685400e-05,1.203722e+01,6.850000e-06,t12_ret,300,programmed
hold,1.685400e-05,1.203722e+01,6.850000e-06,t12_ret,300,programmed
hold,1.730400e-05,1.127873e+01,7.300000e-06,t12_ret,300,programmed
hold,1.730400e-05,1.127873e+01,7.300000e-06,t12_ret,300,programmed
hold,1.775400e-05,1.057273e+01,7.750000e-06,t12_ret,300,programmed
hold,1.775400e-05,1.057273e+01,7.750000e-06,t12_ret,300,programmed
hold,1.820400e-05,9.917911e+00,8.200000e-06,t12_ret,300,programmed
hold,1.820400e-05,9.917911e+00,8.200000e-06,t12_ret,300,programmed
hold,1.865400e-05,9.312451e+00,8.650000e-06,t12_ret,300,programmed
hold,1.865400e-05,9.312451e+00,8.650000e-06,t12_ret,300,programmed
hold,1.910400e-05,8.754155e+00,9.100000e-06,t12_ret,300,programmed
hold,1.910400e-05,8.754155e+00,9.100000e-06,t12_ret,300,programmed
hold,1.955400e-05,8.240543e+00,9.550000e-06,t12_ret,300,programmed
hold,1.955400e-05,8.240543e+00,9.550000e-06,t12_ret,300,programmed
hold,2.000400e-05,7.768955e+00,1.000000e-05,t12_ret,300,programmed
hold,2.000400e-05,7.768955e+00,1.000000e-05,t12_ret,300,programmed
hold,2.000400e-05,7.768955e+00,1.000000e-05,t12_ret,300,programmed
hold,2.000400e-05,7.768955e+00,1.000000e-05,t12_ret,300,programmed
hold,2.450400e-05,4.822520e+00,1.450000e-05,t12_ret,300,programmed
hold,2.450400e-05,4.822520e+00,1.450000e-05,t12_ret,300,programmed
hold,2.900400e-05,3.614247e+00,1.900000e-05,t12_ret,300,programmed
hold,2.900400e-05,3.614247e+00,1.900000e-05,t12_ret,300,programmed
hold,3.350400e-05,3.069307e+00,2.350000e-05,t12_ret,300,programmed
hold,3.350400e-05,3.069307e+00,2.350000e-05,t12_ret,300,programmed
hold,3.800400e-05,2.795503e+00,2.800000e-05,t12_ret,300,programmed
hold,3.800400e-05,2.795503e+00,2.800000e-05,t12_ret,300,programmed
hold,4.250400e-05,2.652348e+00,3.250000e-05,t12_ret,300,programmed
hold,4.250400e-05,2.652348e+00,3.250000e-05,t12_ret,300,programmed
hold,4.700400e-05,2.575686e+00,3.700000e-05,t12_ret,300,programmed
hold,4.700400e-05,2.575686e+00,3.700000e-05,t12_ret,300,programmed
hold,5.150400e-05,2.534057e+00,4.150000e-05,t12_ret,300,programmed
hold,5.150400e-05,2.534057e+00,4.150000e-05,t12_ret,300,programmed
hold,5.600400e-05,2.511272e+00,4.600000e-05,t12_ret,300,programmed
hold,5.600400e-05,2.511272e+00,4.600000e-05,t12_ret,300,programmed
hold,6.050400e-05,2.498743e+00,5.050000e-05,t12_ret,300,programmed
hold,6.050400e-05,2.498743e+00,5.050000e-05,t12_ret,300,programmed
hold,6.500400e-05,2.491837e+00,5.500000e-05,t12_ret,300,programmed
hold,6.500400e-05,2.491837e+00,5.500000e-05,t12_ret,300,programmed
hold,6.950400e-05,2.488024e+00,5.950000e-05,t12_ret,300,programmed
hold,6.950400e-05,2.488024e+00,5.950000e-05,t12_ret,300,programmed
hold,7.400400e-05,2.485917e+00,6.400000e-05,t12_ret,300,programmed
hold,7.400400e-05,2.485917e+00,6.400000e-05,t12_ret,300,programmed
hold,7.850400e-05,2.484752e+00,6.850000e-05,t12_ret,300,programmed
hold,7.850400e-05,2.484752e+00,6.850000e-05,t12_ret,300,programmed
hold,8.300400e-05,2.484107e+00,7.300000e-05,t12_ret,300,programmed
hold,8.300400e-05,2.484107e+00,7.300000e-05,t12_ret,300,programmed
hold,8.750400e-05,2.483750e+00,7.750000e-05,t12_ret,300,programmed
hold,8.750400e-05,2.483750e+00,7.750000e-05,t12_ret,300,programmed
hold,9.200400e-05,2.483553e+00,8.200000e-05,t12_ret,300,programmed
hold,9.200400e-05,2.483553e+00,8.200000e-05,t12_ret,300,programmed
hold,9.650400e-05,2.483444e+00,8.650000e-05,t12_ret,300,programmed
hold,9.650400e-05,2.483444e+00,8.650000e-05,t12_ret,300,programmed
hold,1.010040e-04,2.483383e+00,9.100000e-05,t12_ret,300,programmed
hold,1.010040e-04,2.483383e+00,9.100000e-05,t12_ret,300,programmed
hold,1.055040e-04,2.483350e+00,9.550000e-05,t12_ret,300,programmed
hold,1.055040e-04,2.483350e+00,9.550000e-05,t12_ret,300,programmed
hold,1.100040e-04,2.483331e+00,1.000000e-04,t12_ret,300,programmed
hold,1.100040e-04,2.483331e+00,1.000000e-04,t12_ret,300,programmed
hold,1.100040e-04,2.483331e+00,1.000000e-04,t12_ret,300,programmed
hold,1.100040e-04,2.483331e+00,1.000000e-04,t12_ret,300,programmed
hold,1.550040e-04,2.483308e+00,1.450000e-04,t12_ret,300,programmed
hold,1.550040e-04,2.483308e+00,1.450000e-04,t12_ret,300,programmed
hold,2.000040e-04,2.483308e+00,1.900000e-04,t12_ret,300,programmed
hold,2.000040e-04,2.483308e+00,1.900000e-04,t12_ret,300,programmed
hold,2.450040e-04,2.483308e+00,2.350000e-04,t12_ret,300,programmed
hold,2.450040e-04,2.483308e+00,2.350000e-04,t12_ret,300,programmed
hold,2.900040e-04,2.483308e+00,2.800000e-04,t12_ret,300,programmed
hold,2.900040e-04,2.483308e+00,2.800000e-04,t12_ret,300,programmed
hold,3.350040e-04,2.483308e+00,3.250000e-04,t12_ret,300,programmed
hold,3.350040e-04,2.483308e+00,3.250000e-04,t12_ret,300,programmed
hold,3.800040e-04,2.483308e+00,3.700000e-04,t12_ret,300,programmed
hold,3.800040e-04,2.483308e+00,3.700000e-04,t12_ret,300,programmed
hold,4.250040e-04,2.483308e+00,4.150000e-04,t12_ret,300,programmed
hold,4.250040e-04,2.483308e+00,4.150000e-04,t12_ret,300,programmed
hold,4.700040e-04,2.483308e+00,4.600000e-04,t12_ret,300,programmed
hold,4.700040e-04,2.483308e+00,4.600000e-04,t12_ret,300,programmed
hold,5.150040e-04,2.483308e+00,5.050000e-04,t12_ret,300,programmed
hold,5.150040e-04,2.483308e+00,5.050000e-04,t12_ret,300,programmed
hold,5.600040e-04,2.483308e+00,5.500000e-04,t12_ret,300,programmed
hold,5.600040e-04,2.483308e+00,5.500000e-04,t12_ret,300,programmed
hold,6.050040e-04,2.483308e+00,5.950000e-04,t12_ret,300,programmed
hold,6.050040e-04,2.483308e+00,5.950000e-04,t12_ret,300,programmed
hold,6.500040e-04,2.483308e+00,6.400000e-04,t12_ret,300,programmed
hold,6.500040e-04,2.483308e+00,6.400000e-04,t12_ret,300,programmed
hold,6.950040e-04,2.483308e+00,6.850000e-04,t12_ret,300,programmed
hold,6.950040e-04,2.483308e+00,6.850000e-04,t12_ret,300,programmed
hold,7.400040e-04,2.483308e+00,7.300000e-04,t12_ret,300,programmed
hold,7.400040e-04,2.483308e+00,7.300000e-04,t12_ret,300,programmed
hold,7.850040e-04,2.483308e+00,7.750000e-04,t12_ret,300,programmed
hold,7.850040e-04,2.483308e+00,7.750000e-04,t12_ret,300,programmed
hold,8.300040e-04,2.483308e+00,8.200000e-04,t12_ret,300,programmed
hold,8.300040e-04,2.483308e+00,8.200000e-04,t12_ret,300,programmed
hold,8.750040e-04,2.483308e+00,8.650000e-04,t12_ret,300,programmed
hold,8.750040e-04,2.483308e+00,8.650000e-04,t12_ret,300,programmed
hold,9.200040e-04,2.483308e+00,9.100000e-04,t12_ret,300,programmed
hold,9.200040e-04,2.483308e+00,9.100000e-04,t12_ret,300,programmed
hold,9.650040e-04,2.483308e+00,9.550000e-04,t12_ret,300,programmed
hold,9.650040e-04,2.483308e+00,9.550000e-04,t12_ret,300,programmed
hold,1.010004e-03,2.483308e+00,1.000000e-03,t12_ret,300,programmed
hold,1.010004e-03,2.483308e+00,1.000000e-03,t12_ret,300,programmed
hold,1.010004e-03,2.483308e+00,1.000000e-03,t12_ret,300,programmed
hold,1.010004e-03,2.483308e+00,1.000000e-03,t12_ret,300,programmed
hold,1.460004e-03,2.483308e+00,1.450000e-03,t12_ret,300,programmed
hold,1.460004e-03,2.483308e+00,1.450000e-03,t12_ret,300,programmed
hold,1.910004e-03,2.483308e+00,1.900000e-03,t12_ret,300,programmed
hold,1.910004e-03,2.483308e+00,1.900000e-03,t12_ret,300,programmed
hold,2.360003e-03,2.483308e+00,2.349999e-03,t12_ret,300,programmed
hold,2.360003e-03,2.483308e+00,2.349999e-03,t12_ret,300,programmed
hold,2.810003e-03,2.483308e+00,2.799999e-03,t12_ret,300,programmed
hold,2.810003e-03,2.483308e+00,2.799999e-03,t12_ret,300,programmed
hold,3.260003e-03,2.483308e+00,3.249999e-03,t12_ret,300,programmed
hold,3.260003e-03,2.483308e+00,3.249999e-03,t12_ret,300,programmed
hold,3.710003e-03,2.483308e+00,3.699999e-03,t12_ret,300,programmed
hold,3.710003e-03,2.483308e+00,3.699999e-03,t12_ret,300,programmed
hold,4.160003e-03,2.483308e+00,4.149999e-03,t12_ret,300,programmed
hold,4.160003e-03,2.483308e+00,4.149999e-03,t12_ret,300,programmed
hold,4.610002e-03,2.483308e+00,4.599998e-03,t12_ret,300,programmed
hold,4.610002e-03,2.483308e+00,4.599998e-03,t12_ret,300,programmed
hold,5.060002e-03,2.483308e+00,5.049998e-03,t12_ret,300,programmed
hold,5.060002e-03,2.483308e+00,5.049998e-03,t12_ret,300,programmed
hold,5.510002e-03,2.483308e+00,5.499998e-03,t12_ret,300,programmed
hold,5.510002e-03,2.483308e+00,5.499998e-03,t12_ret,300,programmed
hold,5.960002e-03,2.483308e+00,5.949998e-03,t12_ret,300,programmed
hold,5.960002e-03,2.483308e+00,5.949998e-03,t12_ret,300,programmed
hold,6.410002e-03,2.483308e+00,6.399998e-03,t12_ret,300,programmed
hold,6.410002e-03,2.483308e+00,6.399998e-03,t12_ret,300,programmed
hold,6.860001e-03,2.483308e+00,6.849997e-03,t12_ret,300,programmed
hold,6.860001e-03,2.483308e+00,6.849997e-03,t12_ret,300,programmed
hold,7.310001e-03,2.483308e+00,7.299997e-03,t12_ret,300,programmed
hold,7.310001e-03,2.483308e+00,7.299997e-03,t12_ret,300,programmed
hold,7.760001e-03,2.483308e+00,7.749997e-03,t12_ret,300,programmed
hold,7.760001e-03,2.483308e+00,7.749997e-03,t12_ret,300,programmed
hold,8.210001e-03,2.483308e+00,8.199997e-03,t12_ret,300,programmed
hold,8.210001e-03,2.483308e+00,8.199997e-03,t12_ret,300,programmed
hold,8.660001e-03,2.483308e+00,8.649997e-03,t12_ret,300,programmed
hold,8.660001e-03,2.483308e+00,8.649997e-03,t12_ret,300,programmed
hold,9.110000e-03,2.483308e+00,9.099996e-03,t12_ret,300,programmed
hold,9.110000e-03,2.483308e+00,9.099996e-03,t12_ret,300,programmed
hold,9.560000e-03,2.483308e+00,9.549996e-03,t12_ret,300,programmed
hold,9.560000e-03,2.483308e+00,9.549996e-03,t12_ret,300,programmed
hold,1.001000e-02,2.483308e+00,9.999996e-03,t12_ret,300,programmed
hold,1.001000e-02,2.483308e+00,9.999996e-03,t12_ret,300,programmed
hold,1.000400e-05,5.727336e+00,0.000000e+00,t12_ret400,400,programmed
hold,1.000400e-05,5.727336e+00,0.000000e+00,t12_ret400,400,programmed
hold,1.000900e-05,5.179075e+00,5.000000e-09,t12_ret400,400,programmed
hold,1.000900e-05,5.179075e+00,5.000000e-09,t12_ret400,400,programmed
hold,1.001400e-05,5.253858e+00,1.000000e-08,t12_ret400,400,programmed
hold,1.001400e-05,5.253858e+00,1.000000e-08,t12_ret400,400,programmed
hold,1.001900e-05,5.298155e+00,1.500000e-08,t12_ret400,400,programmed
hold,1.001900e-05,5.298155e+00,1.500000e-08,t12_ret400,400,programmed
hold,1.002400e-05,5.335114e+00,2.000000e-08,t12_ret400,400,programmed
hold,1.002400e-05,5.335114e+00,2.000000e-08,t12_ret400,400,programmed
hold,1.002900e-05,5.370229e+00,2.500000e-08,t12_ret400,400,programmed
hold,1.002900e-05,5.370229e+00,2.500000e-08,t12_ret400,400,programmed
hold,1.003400e-05,5.404860e+00,3.000000e-08,t12_ret400,400,programmed
hold,1.003400e-05,5.404860e+00,3.000000e-08,t12_ret400,400,programmed
hold,1.003900e-05,5.439364e+00,3.500000e-08,t12_ret400,400,programmed
hold,1.003900e-05,5.439364e+00,3.500000e-08,t12_ret400,400,programmed
hold,1.004400e-05,5.473846e+00,4.000000e-08,t12_ret400,400,programmed
hold,1.004400e-05,5.473846e+00,4.000000e-08,t12_ret400,400,programmed
hold,1.004900e-05,5.508336e+00,4.500000e-08,t12_ret400,400,programmed
hold,1.004900e-05,5.508336e+00,4.500000e-08,t12_ret400,400,programmed
hold,1.005400e-05,5.542844e+00,5.000000e-08,t12_ret400,400,programmed
hold,1.005400e-05,5.542844e+00,5.000000e-08,t12_ret400,400,programmed
hold,1.005900e-05,5.577373e+00,5.500000e-08,t12_ret400,400,programmed
hold,1.005900e-05,5.577373e+00,5.500000e-08,t12_ret400,400,programmed
hold,1.006400e-05,5.611922e+00,6.000000e-08,t12_ret400,400,programmed
hold,1.006400e-05,5.611922e+00,6.000000e-08,t12_ret400,400,programmed
hold,1.006900e-05,5.646492e+00,6.500000e-08,t12_ret400,400,programmed
hold,1.006900e-05,5.646492e+00,6.500000e-08,t12_ret400,400,programmed
hold,1.007400e-05,5.681080e+00,7.000000e-08,t12_ret400,400,programmed
hold,1.007400e-05,5.681080e+00,7.000000e-08,t12_ret400,400,programmed
hold,1.007900e-05,5.715686e+00,7.500000e-08,t12_ret400,400,programmed
hold,1.007900e-05,5.715686e+00,7.500000e-08,t12_ret400,400,programmed
hold,1.008400e-05,5.750307e+00,8.000000e-08,t12_ret400,400,programmed
hold,1.008400e-05,5.750307e+00,8.000000e-08,t12_ret400,400,programmed
hold,1.008900e-05,5.784942e+00,8.500000e-08,t12_ret400,400,programmed
hold,1.008900e-05,5.784942e+00,8.500000e-08,t12_ret400,400,programmed
hold,1.009400e-05,5.819590e+00,9.000000e-08,t12_ret400,400,programmed
hold,1.009400e-05,5.819590e+00,9.000000e-08,t12_ret400,400,programmed
hold,1.009900e-05,5.854249e+00,9.500000e-08,t12_ret400,400,programmed
hold,1.009900e-05,5.854249e+00,9.500000e-08,t12_ret400,400,programmed
hold,1.010400e-05,5.888917e+00,1.000000e-07,t12_ret400,400,programmed
hold,1.010400e-05,5.888917e+00,1.000000e-07,t12_ret400,400,programmed
hold,1.010400e-05,5.888917e+00,1.000000e-07,t12_ret400,400,programmed
hold,1.010400e-05,5.888917e+00,1.000000e-07,t12_ret400,400,programmed
hold,1.014900e-05,6.200681e+00,1.450000e-07,t12_ret400,400,programmed
hold,1.014900e-05,6.200681e+00,1.450000e-07,t12_ret400,400,programmed
hold,1.019400e-05,6.510977e+00,1.900000e-07,t12_ret400,400,programmed
hold,1.019400e-05,6.510977e+00,1.900000e-07,t12_ret400,400,programmed
hold,1.023900e-05,6.818429e+00,2.350000e-07,t12_ret400,400,programmed
hold,1.023900e-05,6.818429e+00,2.350000e-07,t12_ret400,400,programmed
hold,1.028400e-05,7.123349e+00,2.800000e-07,t12_ret400,400,programmed
hold,1.028400e-05,7.123349e+00,2.800000e-07,t12_ret400,400,programmed
hold,1.032900e-05,7.424894e+00,3.250000e-07,t12_ret400,400,programmed
hold,1.032900e-05,7.424894e+00,3.250000e-07,t12_ret400,400,programmed
hold,1.037400e-05,7.722296e+00,3.700000e-07,t12_ret400,400,programmed
hold,1.037400e-05,7.722296e+00,3.700000e-07,t12_ret400,400,programmed
hold,1.041900e-05,8.014865e+00,4.150000e-07,t12_ret400,400,programmed
hold,1.041900e-05,8.014865e+00,4.150000e-07,t12_ret400,400,programmed
hold,1.046400e-05,8.301992e+00,4.600000e-07,t12_ret400,400,programmed
hold,1.046400e-05,8.301992e+00,4.600000e-07,t12_ret400,400,programmed
hold,1.050900e-05,8.583143e+00,5.050000e-07,t12_ret400,400,programmed
hold,1.050900e-05,8.583143e+00,5.050000e-07,t12_ret400,400,programmed
hold,1.055400e-05,8.857858e+00,5.500000e-07,t12_ret400,400,programmed
hold,1.055400e-05,8.857858e+00,5.500000e-07,t12_ret400,400,programmed
hold,1.059900e-05,9.125747e+00,5.950000e-07,t12_ret400,400,programmed
hold,1.059900e-05,9.125747e+00,5.950000e-07,t12_ret400,400,programmed
hold,1.064400e-05,9.386486e+00,6.400000e-07,t12_ret400,400,programmed
hold,1.064400e-05,9.386486e+00,6.400000e-07,t12_ret400,400,programmed
hold,1.068900e-05,9.639810e+00,6.850000e-07,t12_ret400,400,programmed
hold,1.068900e-05,9.639810e+00,6.850000e-07,t12_ret400,400,programmed
hold,1.073400e-05,9.885512e+00,7.300000e-07,t12_ret400,400,programmed
hold,1.073400e-05,9.885512e+00,7.300000e-07,t12_ret400,400,programmed
hold,1.077900e-05,1.012344e+01,7.750000e-07,t12_ret400,400,programmed
hold,1.077900e-05,1.012344e+01,7.750000e-07,t12_ret400,400,programmed
hold,1.082400e-05,1.035347e+01,8.200000e-07,t12_ret400,400,programmed
hold,1.082400e-05,1.035347e+01,8.200000e-07,t12_ret400,400,programmed
hold,1.086900e-05,1.057554e+01,8.650000e-07,t12_ret400,400,programmed
hold,1.086900e-05,1.057554e+01,8.650000e-07,t12_ret400,400,programmed
hold,1.091400e-05,1.078963e+01,9.100000e-07,t12_ret400,400,programmed
hold,1.091400e-05,1.078963e+01,9.100000e-07,t12_ret400,400,programmed
hold,1.095900e-05,1.099573e+01,9.550000e-07,t12_ret400,400,programmed
hold,1.095900e-05,1.099573e+01,9.550000e-07,t12_ret400,400,programmed
hold,1.100400e-05,1.119388e+01,1.000000e-06,t12_ret400,400,programmed
hold,1.100400e-05,1.119388e+01,1.000000e-06,t12_ret400,400,programmed
hold,1.100400e-05,1.119388e+01,1.000000e-06,t12_ret400,400,programmed
hold,1.100400e-05,1.119388e+01,1.000000e-06,t12_ret400,400,programmed
hold,1.145400e-05,1.270933e+01,1.450000e-06,t12_ret400,400,programmed
hold,1.145400e-05,1.270933e+01,1.450000e-06,t12_ret400,400,programmed
hold,1.190400e-05,1.350721e+01,1.900000e-06,t12_ret400,400,programmed
hold,1.190400e-05,1.350721e+01,1.900000e-06,t12_ret400,400,programmed
hold,1.235400e-05,1.380864e+01,2.350000e-06,t12_ret400,400,programmed
hold,1.235400e-05,1.380864e+01,2.350000e-06,t12_ret400,400,programmed
hold,1.280400e-05,1.384791e+01,2.800000e-06,t12_ret400,400,programmed
hold,1.280400e-05,1.384791e+01,2.800000e-06,t12_ret400,400,programmed
hold,1.325400e-05,1.372399e+01,3.250000e-06,t12_ret400,400,programmed
hold,1.325400e-05,1.372399e+01,3.250000e-06,t12_ret400,400,programmed
hold,1.370400e-05,1.350507e+01,3.700000e-06,t12_ret400,400,programmed
hold,1.370400e-05,1.350507e+01,3.700000e-06,t12_ret400,400,programmed
hold,1.415400e-05,1.323681e+01,4.150000e-06,t12_ret400,400,programmed
hold,1.415400e-05,1.323681e+01,4.150000e-06,t12_ret400,400,programmed
hold,1.460400e-05,1.294896e+01,4.600000e-06,t12_ret400,400,programmed
hold,1.460400e-05,1.294896e+01,4.600000e-06,t12_ret400,400,programmed
